id	gender	human	number	size	firstmention	mentions	label
1621	-	-	sg	1	1621	1621	uitnemendheid der nette en gewichtige heeren
1626	n	0	sg	2	1626	2305,1626	het zonnetje op den Voorburgwal
1628	n	0	sg	1	1628	1628	't groen der boompjes
1629	n	0	pl	1	1629	1629	der boompjes
1631	n	0	sg	4	1631	1641,1638,1654,1631	de schaduw van de Nieuwe kerk
1644	n	0	sg	1	1644	1644	de heele breedte van de straat
1651	n	0	sg	1	1651	1651	dezelfde wagen
1653	n	0	sg	1	1653	1653	dezelfde plaats door die schaduw
1664	n	0	sg	1	1664	1664	de rechtbank des Heeren
1665	n	0	sg	1	1665	1665	des Heeren
1667	fm	1	pl	5	1667	1667,1668,1670,1671,1673	hen
1669	n	0	sg	1	1669	1669	hun stomme aplomb
1672	-	-	pl	1	1672	1672	hun gepoetste schoenen
1674	n	0	pl	6	1674	1683,1686,1674,1676,1677,1679	die nette scheidingen in hun haar
1675	n	0	sg	1	1675	1675	hun haar
1678	n	0	sg	1	1678	1678	hun stupide vertoon van meerderheid
1680	-	-	sg	1	1680	1680	meerderheid
1682	n	0	pl	1	1682	1682	die gezichten
1687	m	1	pl	2	1687	1690,1687	idealistische jongelingen
1688	n	0	pl	1	1688	1688	gedichtjes
1689	n	0	pl	1	1689	1689	schilderijtjes
1691	f	1	sg	1	1691	1691	een meisje met een viool
1692	n	0	sg	1	1692	1692	een viool
1694	n	0	pl	1	1694	1694	haar zwarte oogjes
1696	n	0	pl	1	1696	1696	de puntjes van haar schoentjes
1697	n	0	pl	1	1697	1697	haar schoentjes
1700	n	0	sg	2	1700	1700,1702	de ronding van haar zomermanteltje
1701	n	0	sg	1	1701	1701	haar zomermanteltje
1707	n	0	sg	1	1707	1707	een straatje van den tweeden rang
1708	n	0	sg	1	1708	1708	den tweeden rang
1709	n	0	sg	1	1709	1709	't Concertgebouw
1712	n	0	sg	1	1712	1712	een zitkamer
1714	n	0	sg	2	1714	1714,1716	zoo'n duur kleed
1717	n	0	sg	2	1717	1717,1719	pluche
1718	n	0	pl	1	1718	1718	z'n stoelen bekleed met geel moquette
1720	n	0	sg	1	1720	1720	geel moquette
1721	n	0	sg	2	1721	1721,2284	den schoorsteen
1722	n	0	sg	1	1722	1722	een zwarte pendule met candelabres
1723	-	-	sg	1	1723	1723	candelabres
1726	n	0	sg	1	1726	1726	een bronzen paard
1728	-	-	pl	1	1728	1728	dure bazars
1731	n	0	sg	2	1731	1760,1731	de punt van een
1736	n	0	sg	1	1736	1736	de ouwe stomme streek
1737	n	0	sg	1	1737	1737	een naaktfiguur van hem
1739	n	0	both	1	1739	1739	De Wellust
1741	f	1	sg	2	1741	1741,1742	de dame
1745	n	0	sg	1	1745	1745	een fatsoenlijk tijdschrift
1747	n	0	pl	1	1747	1747	gemeubileerde kamers
1748	f	1	sg	5	1748	1873,1778,1748,1881,1757	een nette weduwe met drie namen
1750	m	1	sg	4	1750	1864,1756,1750,1863	een vrouwelijke advocaat in huis
1752	n	0	sg	1	1752	1752	een assistent-resident met verlof
1753	n	0	sg	1	1753	1753	verlof
1755	fm	1	sg	1	1755	1755	kind
1758	f	1	sg	2	1758	2320,1758	Schoenen
1761	n	0	sg	3	1761	1761,1851,1855	mijn stoel
1763	n	0	sg	1	1763	1763	de gedraaide poot van de tafel
1765	n	0	sg	1	1765	1765	de vergulde lijst van den spiegel
1766	n	0	sg	1	1766	1766	den spiegel
1772	n	0	sg	1	1772	1772	een daas
1784	-	-	sg	1	1784	1784	te veel
1790	n	0	pl	1	1790	1790	mijn oogen
1794	n	0	pl	1	1794	1794	Vage visioenen
1796	n	0	both	1	1796	1796	de Cunera
1797	n	0	sg	1	1797	1797	den hoek van den Grebbeberg met de rivier
1798	n	0	sg	1	1798	1798	den Grebbeberg met de rivier
1800	n	0	sg	1	1800	1800	't zonnige plein voor 't Centraalstation
1802	n	0	sg	1	1802	1802	de blinkende wijzerplaat van de Oudekerk
1805	n	0	pl	1	1805	1805	de geschilderde vlammen van 't nagemaakte eikenhout van die deur
1806	n	0	sg	1	1806	1806	't nagemaakte eikenhout van die deur
1811	n	0	sg	1	1811	1811	mijn tong
1814	n	0	sg	2	1814	2474,1814	m'n mond
1818	n	0	sg	6	1818	1872,1824,1825,1849,1818,1866	Z'n atelier
1829	n	0	sg	1	1829	1829	z'n huis
1832	n	0	sg	2	1832	1832,1836	een kast
1838	n	0	pl	1	1838	1838	De gangetjes
1839	fm	1	pl	1	1839	1839	de loopertjes
1840	n	0	pl	1	1840	1840	de trapjes naar rato
1841	m	1	sg	1	1841	1841	rato
1842	n	0	pl	1	1842	1842	dunne spijltjes
1848	n	0	sg	1	1848	1848	't bekende licht van 't atelier
1850	n	0	sg	1	1850	1850	De ezel
1852	n	0	sg	2	1852	1938,1852	een clubstoel
1857	n	0	pl	1	1857	1857	portretten
1858	f	1	pl	1	1858	1858	dames
1859	m	1	pl	1	1859	1859	heeren
1862	n	0	sg	2	1862	1875,1862	een pas begonnen portret van de vrouwelijke advocaat
1868	f	1	sg	1	1868	1868	de advocate
1869	f	1	sg	1	1869	1869	mevrouw
1870	n	0	sg	1	1870	1870	een deel van de zolder voor atelier
1871	n	0	sg	1	1871	1871	de zolder voor atelier
1876	f	1	sg	1	1876	1876	een juffrouw van den Willemsparkweg met winterhoed , boa en mof
1877	-	-	sg	1	1877	1877	winterhoed
1878	n	0	sg	1	1878	1878	boa
1879	fm	1	sg	1	1879	1879	mof
1880	n	0	pl	1	1880	1880	haar kleeren
1883	m	1	sg	5	1883	1890,2181,2182,2234,1883	lid van
1884	f	1	sg	1	1884	1884	Arti
1892	n	0	pl	1	1892	1892	Drie of vier betrekkingen
1895	m	1	sg	13	1895	2375,1895,2378,1900,1905,1918,1908,1910,2393,2362,2395,2397,1914	Z'n vader
1897	n	0	sg	1	1897	1897	een betrekkinkje voor 'm
1899	n	0	sg	2	1899	1899,2341	de gasfabriek
1901	n	0	sg	1	1901	1901	een uniformpet
1902	n	0	pl	1	1902	1902	drie kruisjes
1903	m	1	sg	1	1903	1903	G. G.
1906	n	0	sg	1	1906	1906	een boekje onder z'n arm
1913	n	0	sg	1	1913	1913	een heel gezicht
1915	-	-	pl	4	1915	1920,1921,1915,1926	de halve stuivers
1916	n	0	pl	1	1916	1916	de muntmeters
1917	m	1	sg	2	1917	1931,1917	de andere vent
1922	n	0	sg	1	1922	1922	de meter
1930	n	0	sg	1	1930	1930	een eindje
1936	n	0	sg	2	1936	1936,1937	't Bokharakleedje
1939	n	0	pl	2	1939	1954,1939	de verlaten keien van de Linnaeusstraat en den hardsteenen trottoirband en de voeg
1941	n	0	sg	1	1941	1941	den hardsteenen trottoirband
1942	n	0	sg	1	1942	1942	de voeg
1943	n	0	pl	1	1943	1943	twee stukken daarvan
1944	n	0	pl	2	1944	1944,1945	elkaar
1955	n	0	sg	1	1955	1955	't stof
1956	n	0	sg	1	1956	1956	de sproeiwagen
1957	n	0	sg	1	1957	1957	een nat stuk krant
1963	-	-	sg	1	1963	1963	diezelfde stem
1965	fm	1	sg	2	1965	1965,1967	me
1968	n	0	sg	1	1968	1968	een conferentie
1969	n	0	sg	1	1969	1969	de lentezon in de troostelooze straat
1971	m	1	sg	1	1971	1971	Mijn God
1974	f	1	sg	1	1974	1974	't Meisje in de tram
1979	-	-	pl	1	1979	1979	de grachten
1981	n	0	sg	2	1981	2155,1981	de stoep
1983	n	0	both	1	1983	1983	Agentuur
1984	n	0	sg	4	1984	1984,2129,2243,2244	Commissiehandel
1988	n	0	sg	1	1988	1988	een jongmensch met een vierkant hoofd
1989	n	0	sg	1	1989	1989	een vierkant hoofd
1990	n	0	sg	1	1990	1990	m'nheer Bekker op kantoor
1994	n	0	sg	1	1994	1994	de onderdeur
1997	-	-	sg	2	1997	2125,1997	de straatdeur
2001	n	0	sg	3	2001	2001,2003,2092	mijnheer op kantoor
2004	n	0	sg	1	2004	2004	den marmeren gang
2005	n	0	sg	1	2005	2005	een groote rol loopergoed
2006	fm	1	sg	1	2006	2006	ik
2008	fm	1	sg	1	2008	2008	u
2009	fm	1	sg	1	2009	2009	mij
2012	n	0	sg	1	2012	2012	een smalle trap
2013	-	-	sg	1	2013	2013	die
2014	n	0	sg	1	2014	2014	een nauwen donkeren gang
2016	n	0	sg	1	2016	2016	't schemerige licht
2020	m	1	sg	5	2020	2033,2020,2025,2027,2028	zijn vriend
2030	-	-	sg	2	2030	2032,2030	Bekkers stem
2038	n	0	sg	1	2038	2038	een klein achterkantoortje
2039	n	0	sg	1	2039	2039	een uitzicht op een blinden muur
2042	n	0	sg	1	2042	2042	een zware rol pakpapier
2043	n	0	sg	1	2043	2043	een spil
2044	n	0	sg	1	2044	2044	een groote , leege paktafel
2045	n	0	sg	2	2045	2051,2045	't Jongmensch
2046	n	0	sg	2	2046	2046,2047	een lessenaartje
2049	n	0	sg	1	2049	2049	een schrijfmachine met z'n rug naar me toe
2050	-	-	sg	1	2050	2050	z'n rug naar me toe
2054	n	0	sg	1	2054	2054	't stuk papier
2057	n	0	sg	1	2057	2057	den breeden bollen rug
2058	n	0	pl	1	2058	2058	de bonkige schouders van den kantoorbediende
2059	n	0	sg	1	2059	2059	den kantoorbediende
2062	n	0	pl	1	2062	2062	de baksteenen
2063	n	0	sg	3	2063	2064,2065,2063	dat brok steen
2067	fm	1	sg	1	2067	2067	De bediende
2072	-	-	pl	1	2072	2072	de stemmen van twee menschen
2074	n	0	sg	1	2074	2074	de gesloten deur
2076	n	0	sg	1	2076	2076	't geluid van Bekker
2078	n	0	pl	1	2078	2078	de woorden
2081	n	0	both	1	2081	2081	me si va nella città dolente
2090	m	1	sg	8	2090	2096,2161,2165,2170,2169,2090,2156,2159	een klant
2091	n	0	pl	1	2091	2091	Bordeaux
2100	n	0	sg	2	2100	2100,2103	Algiers
2104	fm	1	sg	2	2104	2104,2106	je
2108	n	0	sg	2	2108	2153,2108	mijn geld
2112	n	0	sg	1	2112	2112	een vreemde bij
2117	fm	1	sg	1	2117	2117	je
2120	n	0	pl	1	2120	2120	van die gesprekken onder nette lui
2121	fm	1	pl	1	2121	2121	nette lui
2128	n	0	sg	2	2128	2128,2131	't bordje
2130	n	0	pl	4	2130	2592,2130,2596,2598	z'n oogen
2143	n	0	both	1	2143	2143	me si va tra la perduta gente , Koekebakker
2146	n	0	sg	1	2146	2146	mijn hand
2148	n	0	sg	1	2148	2148	z'n andere hand
2150	n	0	sg	1	2150	2150	m'n schouder
2152	fm	1	sg	1	2152	2152	je
2160	n	0	pl	1	2160	2160	z'n zijden
2164	n	0	both	1	2164	2164	Rijk en welverzorgd
2167	n	0	sg	1	2167	2167	mijn hoed voor 'm
2173	m	1	sg	1	2173	2173	een Amsterdammer
2180	n	0	pl	1	2180	2180	de duiten
2184	n	0	sg	2	2184	2184,2198	Het Volk
2186	n	0	sg	1	2186	2186	't Leesmuseum
2187	n	1	pl	1	2187	2187	't Berliner Tageblatt
2192	n	0	sg	1	2192	2192	verval
2193	n	0	sg	1	2193	2193	Een nieuwe kunst
2194	m	1	sg	4	2194	2201,2194,2195,2196	opkomst
2197	m	1	sg	1	2197	2197	Kunst
2200	m	1	sg	2	2200	2200,2202	Een metselaar
2203	n	0	pl	1	2203	2203	die smoessies
2205	n	0	sg	1	2205	2205	een verklaring
2206	fm	1	pl	1	2206	2206	Wij
2212	n	0	both	1	2212	2212	Polen
2214	n	0	both	1	2214	2214	proletarisch sentiment
2215	n	0	pl	1	2215	2215	burgerlijke ideologieën
2220	fm	1	sg	1	2220	2220	je
2224	m	1	sg	4	2224	2224,2225,2227,2228	die
2226	n	0	sg	1	2226	2226	een ander
2229	n	0	sg	1	2229	2229	margarine
2230	n	0	pl	3	2230	2342,2230,2239	de benauwde luchten
2236	n	0	sg	1	2236	2236	Eén geluk
2246	-	-	sg	1	2246	2246	die
2248	n	0	pl	1	2248	2248	gedichtjes
2250	n	0	pl	1	2250	2250	binnen- en buitenlandsche huizen
2251	n	0	sg	1	2251	2251	een regenachtigen Decemberdag
2252	n	0	pl	4	2252	2288,2291,2252,2277	de lantaarns op de gracht
2253	-	-	sg	1	2253	2253	de gracht
2256	-	-	sg	1	2256	2256	z'n lessenaar
2265	n	0	sg	1	2265	2265	't gas
2266	n	0	sg	3	2266	2266,2268,2270	De prullemand
2269	m	1	sg	3	2269	2274,2269,2271	z'n elleboog
2272	n	0	sg	1	2272	2272	de heele rommel
2273	m	1	sg	3	2273	2273,2275,2278	Z'n bediende
2276	-	-	sg	1	2276	2276	de telefoon
2280	n	0	sg	1	2280	2280	een lijst met afvaarten van stoombooten
2281	n	0	pl	1	2281	2281	afvaarten van stoombooten
2282	n	0	pl	1	2282	2282	stoombooten
2283	n	0	sg	1	2283	2283	de laatste
2285	n	0	sg	1	2285	2285	een dik boek
2286	n	0	sg	1	2286	2286	een prachtuitgave van de Divina Commedia
2287	n	0	sg	1	2287	2287	de Divina Commedia
2289	n	0	sg	1	2289	2289	't laatste daglicht
2290	n	0	sg	2	2290	2290,2292	een wonderlijke vergissing
2294	n	0	sg	1	2294	2294	een kantoortje
2309	n	0	pl	1	2309	2309	schaakproblemen
2310	n	0	sg	1	2310	2310	Een voorstelling van de toekomst
2313	n	0	sg	1	2313	2313	Z'n tractement
2316	n	0	sg	2	2316	2316,2317	een weemoedig welbehagen
2319	-	-	pl	1	2319	2319	dassen
2321	n	0	pl	1	2321	2321	Z'n kleeren
2331	n	0	sg	1	2331	2331	de intocht van de koningin
2332	f	1	sg	1	2332	2332	de koningin
2333	n	0	sg	1	2333	2333	dat schilderijtje van Eerelman
2334	fm	1	sg	1	2334	2334	Eerelman
2336	n	1	pl	1	2336	2336	Odol
2338	n	0	sg	1	2338	2338	een mooi schilderij
2339	n	0	sg	1	2339	2339	een deftige apotheek
2345	m	1	sg	2	2345	2345,2351	't volgende kind
2346	fm	1	pl	3	2346	2346,2347,2358	De kinderen
2348	n	0	sg	1	2348	2348	die ééne kraan
2349	n	0	sg	1	2349	2349	dat ééne privaat
2350	n	0	sg	1	2350	2350	district
2353	n	0	sg	1	2353	2353	't Chronische tekort in 't huishouden van den werkman
2354	n	0	sg	1	2354	2354	't huishouden van den werkman
2355	n	0	sg	1	2355	2355	den werkman
2356	n	0	pl	1	2356	2356	sigaren
2364	f	1	sg	3	2364	2369,2364,2372	Z'n vrouw
2368	n	0	sg	1	2368	2368	een schoone zakdoek
2370	-	-	pl	1	2370	2370	de lusten
2371	-	-	sg	1	2371	2371	die
2374	n	0	sg	2	2374	2376,2374	zolder bij z'n vader
2377	n	0	sg	3	2377	2568,2377,2381	z'n hok
2379	n	0	pl	1	2379	2379	de onderlijfjes van z'n zusters
2380	f	1	pl	1	2380	2380	z'n zusters
2390	n	0	sg	1	2390	2390	de strijd
2391	n	0	sg	1	2391	2391	mijn terugkomst
2399	n	0	pl	1	2399	2399	stukken
2412	n	0	sg	1	2412	2412	15 bij 12-1/2 centimeter
2414	n	0	sg	2	2414	2416,2414	een bot knipmes
2415	n	0	sg	1	2415	2415	Een heel werk
2417	n	0	sg	1	2417	2417	't Ding
2419	n	0	sg	1	2419	2419	totaal niks
2420	n	0	pl	1	2420	2420	vodden
2427	n	0	sg	1	2427	2427	de ruimte
2441	n	0	sg	1	2441	2441	de Parijzer trein van 8 uur
2442	n	0	both	1	2442	2442	Parijzer
2444	n	0	sg	1	2444	2444	een of anderen kennis
2445	n	0	sg	1	2445	2445	een haarboer met lange zwarte lokken en heel veel baard
2446	n	0	pl	1	2446	2446	lange zwarte lokken
2447	-	-	sg	1	2447	2447	heel veel baard
2449	n	0	sg	1	2449	2449	een hoog voorhoofd met niets
2451	m	1	sg	9	2451	2508,2476,2510,2511,2451,2452,2515,2516,2459	de kap
2453	n	0	sg	1	2453	2453	een rossig schijnsel in de ruiten en 't vernis van de spoorwagens
2455	n	0	sg	1	2455	2455	't vernis van de spoorwagens
2456	-	-	pl	1	2456	2456	de spoorwagens
2461	n	0	pl	1	2461	2461	de wagens
2464	m	1	sg	2	2464	2464,2468	Een man met een seinlicht
2465	n	0	sg	1	2465	2465	een seinlicht
2469	fm	1	sg	2	2469	2469,2470	een conducteur
2471	n	0	sg	1	2471	2471	een anderen trein
2472	n	0	sg	1	2472	2472	een beweging
2490	n	0	pl	1	2490	2490	de matglazen ruiten van den locomotievenstal
2491	n	0	sg	1	2491	2491	den locomotievenstal
2492	n	0	sg	2	2492	2492,2494	rechts van den spoorweg
2495	fm	1	sg	1	2495	2495	Je
2504	n	0	pl	2	2504	2504,2507	Vier en dertig ondergaande zonnen
2514	m	1	sg	1	2514	2514	mijn beste vrind
2519	fm	1	sg	3	2519	2520,2523,2519	je
2522	n	0	sg	1	2522	2522	een lol
2524	n	0	sg	6	2524	2529,2561,2533,2534,2524,2527	een hoedendoos
2530	fm	1	sg	1	2530	2530	Ik
2539	n	0	sg	1	2539	2539	een uniformjas
2540	n	0	pl	1	2540	2540	gele biezen om z'n pet
2541	n	0	sg	1	2541	2541	z'n pet
2545	fm	1	sg	1	2545	2545	Ik
2546	fm	1	sg	2	2546	2546,2547	u
2554	n	0	sg	1	2554	2554	de huurauto
2557	n	0	both	1	2557	2557	de Nieuwe Zijds-Voorburgwal
2560	n	0	sg	1	2560	2560	een kuil
2565	n	0	sg	1	2565	2565	z'n laatste zonsondergang
2575	n	0	sg	1	2575	2575	een groote , koude , roode zon
2577	n	0	pl	1	2577	2577	wolken
2580	fm	1	pl	3	2580	2580,2581,2582	wij
2586	n	0	pl	1	2586	2586	zenuwpatienten
2594	n	0	sg	1	2594	2594	pijn
2600	n	0	pl	1	2600	2600	Z'n schilderijen
2602	-	-	pl	1	2602	2602	aardige prijzen
2603	n	0	sg	1	2603	2603	Koekebakkertje
2604	m	1	sg	3	2604	2604,2605,2607	een wijs en bedaard man
2606	n	0	sg	1	2606	2606	z'n schamel loon
2608	n	0	sg	2	2608	2608,2610	Gods troon
2609	n	0	sg	2	2609	2609,2612	Zijn wereld
2611	n	0	sg	1	2611	2611	haar gang
2619	fm	1	pl	2	2619	2626,2619	Nieuwe Titaantjes
2620	n	0	pl	1	2620	2620	kleine rotsblokjes
2622	-	-	sg	1	2622	2622	z'n verhevenheid
2625	n	0	sg	1	2625	2625	hun zin
2629	fm	1	sg	4	2629	2634,2636,2629,2630	je
2632	m	1	pl	1	2632	2632	die mooie wijze heeren
2635	m	1	sg	3	2635	2642,2635,2643	je nek
2641	n	0	sg	1	2641	2641	z'n gangetje
2644	-	-	sg	1	2644	2644	die
